SKU,EAN,UPC,TYPE,NAME,SHORTCODE,VARIANT GROUP ID,STATUS,PRICE,SALE PRICE,AVAILABLE,COMMITTED,BACKORDERED,ON HAND,TRACKING,BACKORDER LIMIT,DESCRIPTION,WEIGHT,UNIT OF WEIGHT,GTIN CODE,PRODUCT ID,OPTION 1 NAME,OPTION 1 VALUE,OPTION 2 NAME,OPTION 2 VALUE
,,,PHYSICAL,In Jesus Name T - Big Letter - Mens T-Shirt,INJES,,ACTIVE,,,,,,,,,"Big and Bold, IN JESUS NAME T-shirt.
Features

  6.1 oz., 100% ring spun USA cotton
  Preshrunk, soft-washed, garment-dyed fabric
  Made with sustainably and fairly grown USA cotton and sewn with USA cotton thread
  Twill taped shoulder-to-shoulder
  Set-in sleeves
  Double-needle stitched sleeves and bottom hem
  1"" ribbed collar with double-needle topstitched neckline",,,,in-jesus-name-t-big-letter-mens-t-shirt,,,,
N-JSS-NM-T---BG-LTTR-BLCK-SMLL,,,,In Jesus Name T - Big Letter - Mens T-Shirt black / small,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-black-small,Color,Black,Size,Small
N-JSS-NM-T---BG-LTTR-BLCK-MDM,,,,In Jesus Name T - Big Letter - Mens T-Shirt black / medium,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-black-medium,Color,Black,Size,Medium
N-JSS-NM-T---BG-LTTR-BLCK-LRG,,,,In Jesus Name T - Big Letter - Mens T-Shirt black / large,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-black-large,Color,Black,Size,Large
N-JSS-NM-T---BG-LTTR-BLCK-XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt black / xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-black-xl,Color,Black,Size,XL
N-JSS-NM-T---BG-LTTR-BLCK-2XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt black / 2_xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,30,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-black-2_xl,Color,Black,Size,2XL
N-JSS-NM-T---BG-LTTR-WHT-SMLL,,,,In Jesus Name T - Big Letter - Mens T-Shirt white / small,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-white-small,Color,White,Size,Small
N-JSS-NM-T---BG-LTTR-WHT-MDM,,,,In Jesus Name T - Big Letter - Mens T-Shirt white / medium,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-white-medium,Color,White,Size,Medium
N-JSS-NM-T---BG-LTTR-WHT-LRG,,,,In Jesus Name T - Big Letter - Mens T-Shirt white / large,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-white-large,Color,White,Size,Large
N-JSS-NM-T---BG-LTTR-WHT-XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt white / xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-white-xl,Color,White,Size,XL
N-JSS-NM-T---BG-LTTR-WHT-2XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt white / 2_xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,30,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-white-2_xl,Color,White,Size,2XL
N-JSS-NM-T---BG-LTTR-RD-SMLL,,,,In Jesus Name T - Big Letter - Mens T-Shirt red / small,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-red-small,Color,Red,Size,Small
N-JSS-NM-T---BG-LTTR-RD-MDM,,,,In Jesus Name T - Big Letter - Mens T-Shirt red / medium,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-red-medium,Color,Red,Size,Medium
N-JSS-NM-T---BG-LTTR-RD-LRG,,,,In Jesus Name T - Big Letter - Mens T-Shirt red / large,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-red-large,Color,Red,Size,Large
N-JSS-NM-T---BG-LTTR-RD-XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt red / xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-red-xl,Color,Red,Size,XL
N-JSS-NM-T---BG-LTTR-RD-2XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt red / 2_xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,30,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-red-2_xl,Color,Red,Size,2XL
N-JSS-NM-T---BG-LTTR---MNS-T-SHRT-BL-SMLL,,,,In Jesus Name T - Big Letter - Mens T-Shirt blue / small,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-blue-small,Color,Blue,Size,Small
N-JSS-NM-T---BG-LTTR---MNS-T-SHRT-BL-MDM,,,,In Jesus Name T - Big Letter - Mens T-Shirt blue / medium,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-blue-medium,Color,Blue,Size,Medium
N-JSS-NM-T---BG-LTTR---MNS-T-SHRT-BL-LRG,,,,In Jesus Name T - Big Letter - Mens T-Shirt blue / large,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-blue-large,Color,Blue,Size,Large
N-JSS-NM-T---BG-LTTR---MNS-T-SHRT-BL-XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt blue / xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,25,,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-blue-xl,Color,Blue,Size,XL
N-JSS-NM-T---BG-LTTR---MNS-T-SHRT-BL-2XL,,,,In Jesus Name T - Big Letter - Mens T-Shirt blue / 2_xl,INJES,in-jesus-name-t-big-letter-mens-t-shirt,ACTIVE,30,30,,,,,false,0,,1,lbs,,in-jesus-name-t-big-letter-mens-t-shirt-blue-2_xl,Color,Blue,Size,2XL
,,,PHYSICAL,In Jesus Name T - Small Letter - Mens T-Shirt,INJES,,ACTIVE,,,,,,,,,"IN JESUS NAME T-shirt. Single line- Small Letter
Features

  6.1 oz., 100% ring spun USA cotton
  Preshrunk, soft-washed, garment-dyed fabric
  Made with sustainably and fairly grown USA cotton and sewn with USA cotton thread
  Twill taped shoulder-to-shoulder
  Set-in sleeves
  Double-needle stitched sleeves and bottom hem
  1"" ribbed collar with double-needle topstitched neckline",,,,in-jesus-name-t-small-letter-mens-t-shirt-,,,,
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-BLCK-SMLL,,,,In Jesus Name T - Small Letter - Mens T-Shirt black / small,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-black-small,Color,Black,Size,Small
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-BLCK-MDM,,,,In Jesus Name T - Small Letter - Mens T-Shirt black / medium,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-black-medium,Color,Black,Size,Medium
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-BLCK-LRG,,,,In Jesus Name T - Small Letter - Mens T-Shirt black / large,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-black-large,Color,Black,Size,Large
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-BLCK-XL,,,,In Jesus Name T - Small Letter - Mens T-Shirt black / xl,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-black-xl,Color,Black,Size,XL
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-BLCK-2XL,,,,In Jesus Name T - Small Letter - Mens T-Shirt black / 2_xl,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,30,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-black-2_xl,Color,Black,Size,2XL
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-WHT-SMLL,,,,In Jesus Name T - Small Letter - Mens T-Shirt white / small,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-white-small,Color,White,Size,Small
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-WHT-MDM,,,,In Jesus Name T - Small Letter - Mens T-Shirt white / medium,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-white-medium,Color,White,Size,Medium
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-WHT-LRG,,,,In Jesus Name T - Small Letter - Mens T-Shirt white / large,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-white-large,Color,White,Size,Large
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-WHT-XL,,,,In Jesus Name T - Small Letter - Mens T-Shirt white / xl,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-white-xl,Color,White,Size,XL
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-WHT-2XL,,,,In Jesus Name T - Small Letter - Mens T-Shirt white / 2_xl,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,30,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-white-2_xl,Color,White,Size,2XL
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-RD-SMLL,,,,In Jesus Name T - Small Letter - Mens T-Shirt red / small,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-red-small,Color,Red,Size,Small
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-RD-MDM,,,,In Jesus Name T - Small Letter - Mens T-Shirt red / medium,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-red-medium,Color,Red,Size,Medium
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-RD-LRG,,,,In Jesus Name T - Small Letter - Mens T-Shirt red / large,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-red-large,Color,Red,Size,Large
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-RD-XL,,,,In Jesus Name T - Small Letter - Mens T-Shirt red / xl,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-red-xl,Color,Red,Size,XL
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-RD-2XL,,,,In Jesus Name T - Small Letter - Mens T-Shirt red / 2_xl,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,30,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-red-2_xl,Color,Red,Size,2XL
N-JSS-NM-T---SMLL-LTTR---MNS-T-SHRT-BL-SMLL,,,,In Jesus Name T - Small Letter - Mens T-Shirt blue / small,INJES,in-jesus-name-t-small-letter-mens-t-shirt-,ACTIVE,25,,,,,,false,0,,0,lbs,,in-jesus-name-t-small-letter-mens-t-shirt-blue-small,Color,Blue,Size,Small
