SKU,EAN,UPC,TYPE,NAME,SHORTCODE,VARIANT GROUP ID,STATUS,PRICE,SALE PRICE,AVAILABLE,COMMITTED,BACKORDERED,ON HAND,TRACKING,BACKORDER LIMIT,DESCRIPTION,WEIGHT,UNIT OF WEIGHT,GTIN CODE,PRODUCT ID,OPTION 1 NAME,OPTION 1 VALUE,OPTION 2 NAME,OPTION 2 VALUE
N-JSS-NM-HD---BG-LG---SMLL-WHT,,,,In Jesus Name Hoodie - Big Logo - Small / White,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-small-white,Size,Small,Color,White
N-JSS-NM-HD---BG-LG---MDM-BLCK,,,,In Jesus Name Hoodie - Big Logo - Medium / Black,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-medium-black,Size,Medium,Color,Black
N-JSS-NM-HD---BG-LG---MDM-WHT,,,,In Jesus Name Hoodie - Big Logo - Medium / White,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-medium-white,Size,Medium,Color,White
N-JSS-NM-HD---BG-LG---LRG-BLCK,,,,In Jesus Name Hoodie - Big Logo - Large / Black,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-large-black,Size,Large,Color,Black
N-JSS-NM-HD---BG-LG---LRG-WHT,,,,In Jesus Name Hoodie - Big Logo - Large / White,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-large-white,Size,Large,Color,White
N-JSS-NM-HD---BG-LG---XL-BLCK,,,,In Jesus Name Hoodie - Big Logo - XL / Black,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-xl-black,Size,XL,Color,Black
N-JSS-NM-HD---BG-LG---XL-WHT,,,,In Jesus Name Hoodie - Big Logo - XL / White,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-xl-white,Size,XL,Color,White
N-JSS-NM-HD---BG-LG---SMLL-MLTRY-GRN,,,,In Jesus Name Hoodie - Big Logo - Small / Military Green,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-small-military-green,Size,Small,Color,Military Green
N-JSS-NM-HD---BG-LG---SMLL-NVY-BL,,,,In Jesus Name Hoodie - Big Logo - Small / Navy Blue,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-small-navy-blue,Size,Small,Color,Navy Blue
N-JSS-NM-HD---BG-LG---MDM-MLTRY-GRN,,,,In Jesus Name Hoodie - Big Logo - Medium / Military Green,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-medium-military-green,Size,Medium,Color,Military Green
N-JSS-NM-HD---BG-LG---MDM-NVY-BL,,,,In Jesus Name Hoodie - Big Logo - Medium / Navy Blue,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-medium-navy-blue,Size,Medium,Color,Navy Blue
N-JSS-NM-HD---BG-LG---LRG-MLTRY-GRN,,,,In Jesus Name Hoodie - Big Logo - Large / Military Green,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-large-military-green,Size,Large,Color,Military Green
N-JSS-NM-HD---BG-LG---LRG-NVY-BL,,,,In Jesus Name Hoodie - Big Logo - Large / Navy Blue,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-large-navy-blue,Size,Large,Color,Navy Blue
N-JSS-NM-HD---BG-LG---XL-MLTRY-GRN,,,,In Jesus Name Hoodie - Big Logo - XL / Military Green,INJES,in-jesus-name-hoodie-big-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-big-logo-xl-military-green,Size,XL,Color,Military Green
,,,PHYSICAL,In Jesus Name Hoodie - 4 Bars Logo -,INJES,,ACTIVE,,,,,,,,,"Features

  7.4 oz.,80% cotton/20% polyester fleece
  100% cotton face
  Front pocket
  Sueded jersey lined hood with drawcord
  1x1 ribbed cuffs and waistband
  Tear-away label
  Inside neck patch for printable label
  Sideseamed",,,,in-jesus-name-hoodie-4-bars-logo-,,,,
N-JSS-NM-HD---4-BRS-LG---SMLL-BLCK,,,,In Jesus Name Hoodie - 4 Bars Logo - Small / Black,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-small-black,Size,Small,Color,Black
N-JSS-NM-HD---4-BRS-LG---SMLL-WHT,,,,In Jesus Name Hoodie - 4 Bars Logo - Small / White,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-small-white,Size,Small,Color,White
N-JSS-NM-HD---4-BRS-LG---SMLL-MLTRY-GRN,,,,In Jesus Name Hoodie - 4 Bars Logo - Small / Military Green,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-small-military-green,Size,Small,Color,Military Green
N-JSS-NM-HD---4-BRS-LG---SMLL-NVY-BL,,,,In Jesus Name Hoodie - 4 Bars Logo - Small / Navy Blue,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-small-navy-blue,Size,Small,Color,Navy Blue
N-JSS-NM-HD---4-BRS-LG---MDM-BLCK,,,,In Jesus Name Hoodie - 4 Bars Logo - Medium / Black,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-medium-black,Size,Medium,Color,Black
N-JSS-NM-HD---4-BRS-LG---MDM-WHT,,,,In Jesus Name Hoodie - 4 Bars Logo - Medium / White,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-medium-white,Size,Medium,Color,White
N-JSS-NM-HD---4-BRS-LG---MDM-MLTRY-GRN,,,,In Jesus Name Hoodie - 4 Bars Logo - Medium / Military Green,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-medium-military-green,Size,Medium,Color,Military Green
N-JSS-NM-HD---4-BRS-LG---MDM-NVY-BL,,,,In Jesus Name Hoodie - 4 Bars Logo - Medium / Navy Blue,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-medium-navy-blue,Size,Medium,Color,Navy Blue
N-JSS-NM-HD---4-BRS-LG---LRG-BLCK,,,,In Jesus Name Hoodie - 4 Bars Logo - Large / Black,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-large-black,Size,Large,Color,Black
N-JSS-NM-HD---4-BRS-LG---LRG-WHT,,,,In Jesus Name Hoodie - 4 Bars Logo - Large / White,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-large-white,Size,Large,Color,White
N-JSS-NM-HD---4-BRS-LG---LRG-MLTRY-GRN,,,,In Jesus Name Hoodie - 4 Bars Logo - Large / Military Green,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-large-military-green,Size,Large,Color,Military Green
N-JSS-NM-HD---4-BRS-LG---LRG-NVY-BL,,,,In Jesus Name Hoodie - 4 Bars Logo - Large / Navy Blue,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-large-navy-blue,Size,Large,Color,Navy Blue
N-JSS-NM-HD---4-BRS-LG---XL-BLCK,,,,In Jesus Name Hoodie - 4 Bars Logo - XL / Black,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-xl-black,Size,XL,Color,Black
N-JSS-NM-HD---4-BRS-LG---XL-WHT,,,,In Jesus Name Hoodie - 4 Bars Logo - XL / White,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-xl-white,Size,XL,Color,White
N-JSS-NM-HD---4-BRS-LG---XL-MLTRY-GRN,,,,In Jesus Name Hoodie - 4 Bars Logo - XL / Military Green,INJES,in-jesus-name-hoodie-4-bars-logo-,ACTIVE,42,,,,,,false,0,,0,lbs,,in-jesus-name-hoodie-4-bars-logo-xl-military-green,Size,XL,Color,Military Green
,,,PHYSICAL,Restoring Warriors Hoodie - Large Logo,RESTO,,ACTIVE,,,,,,,,,"Features

  7.4 oz.,80% cotton/20% polyester fleece
  100% cotton face
  Front pocket
  Sueded jersey lined hood with drawcord
  1x1 ribbed cuffs and waistband
  Tear-away label
  Inside neck patch for printable label
  Sideseamed",,,,restoring-warriors-hoodie-large-logo,,,,
RSTRNG-WRRRS-HD---LRG-LG-SMLL-BLCK,,,,Restoring Warriors Hoodie - Large Logo Small / Black,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-small-black,Size,Small,Color,Black
RSTRNG-WRRRS-HD---LRG-LG-SMLL-WHT,,,,Restoring Warriors Hoodie - Large Logo Small / White,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-small-white,Size,Small,Color,White
RSTRNG-WRRRS-HD---LRG-LG-SMLL-MLTRY-GRN,,,,Restoring Warriors Hoodie - Large Logo Small / Military Green,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-small-military-green,Size,Small,Color,Military Green
RSTRNG-WRRRS-HD---LRG-LG-SMLL-NVY-BL,,,,Restoring Warriors Hoodie - Large Logo Small / Navy Blue,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-small-navy-blue,Size,Small,Color,Navy Blue
RSTRNG-WRRRS-HD---LRG-LG-MDM-BLCK,,,,Restoring Warriors Hoodie - Large Logo Medium / Black,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-medium-black,Size,Medium,Color,Black
RSTRNG-WRRRS-HD---LRG-LG-MDM-WHT,,,,Restoring Warriors Hoodie - Large Logo Medium / White,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-medium-white,Size,Medium,Color,White
RSTRNG-WRRRS-HD---LRG-LG-MDM-MLTRY-GRN,,,,Restoring Warriors Hoodie - Large Logo Medium / Military Green,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-medium-military-green,Size,Medium,Color,Military Green
RSTRNG-WRRRS-HD---LRG-LG-MDM-NVY-BL,,,,Restoring Warriors Hoodie - Large Logo Medium / Navy Blue,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-medium-navy-blue,Size,Medium,Color,Navy Blue
RSTRNG-WRRRS-HD---LRG-LG-LRG-BLCK,,,,Restoring Warriors Hoodie - Large Logo Large / Black,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-large-black,Size,Large,Color,Black
RSTRNG-WRRRS-HD---LRG-LG-LRG-WHT,,,,Restoring Warriors Hoodie - Large Logo Large / White,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-large-white,Size,Large,Color,White
RSTRNG-WRRRS-HD---LRG-LG-LRG-MLTRY-GRN,,,,Restoring Warriors Hoodie - Large Logo Large / Military Green,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-large-military-green,Size,Large,Color,Military Green
RSTRNG-WRRRS-HD---LRG-LG-LRG-NVY-BL,,,,Restoring Warriors Hoodie - Large Logo Large / Navy Blue,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-large-navy-blue,Size,Large,Color,Navy Blue
RSTRNG-WRRRS-HD---LRG-LG-XL-BLCK,,,,Restoring Warriors Hoodie - Large Logo XL / Black,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-xl-black,Size,XL,Color,Black
RSTRNG-WRRRS-HD---LRG-LG-XL-WHT,,,,Restoring Warriors Hoodie - Large Logo XL / White,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-xl-white,Size,XL,Color,White
RSTRNG-WRRRS-HD---LRG-LG-XL-MLTRY-GRN,,,,Restoring Warriors Hoodie - Large Logo XL / Military Green,RESTO,restoring-warriors-hoodie-large-logo,ACTIVE,42,,,,,,false,0,,0,lbs,,restoring-warriors-hoodie-large-logo-xl-military-green,Size,XL,Color,Military Green
